sent,verb,index,sign,seq_label,label,verbs,indexs,signs,labels,dataset
"He finds it hard to communicate with people, not least his separated parents.",find,[1],VERB,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['find'],[1],['VERB'],[1],vua
"The second time round they dealt with R. and B. Lettings in London NW10, who they instructed just to find a tenant.",find,[19],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,['find'],[19],['VERB'],[1],vua
Thomson came from a generation of American composers which had to find its own way without benefit of university patronage.,find,[11],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,['find'],[11],['VERB'],[1],vua
"The Masai, Sentue, finds this hard to believe.",find,[3],VERB,"[0, 0, 0, 1, 0, 0, 0, 0]",1,['find'],[3],['VERB'],[1],vua
"Dalgliesh doubted whether that half-imagined recoil had anything to do with him personally, nor did he find her silence disconcerting.",find,[16],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,['find'],[16],['VERB'],[1],vua
"The world was outside of him , around him , before him , and the speed with which it kept changing made it impossible for him to dwell on any one thing for very long .",change,[20],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['change'],[20],['LVC'],[1],parseme
"If you choose to edit the connection file , remember that all other pages that use the connection file will also be affected by the changes you make .",change,[25],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0']",1,['change'],[25],['LVC'],[1],parseme
But perhaps he doesn't want to change till cos she'll,change,[6],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['change'],[6],['NONE'],[0],vua
"All this thinking and doodling will have done nothing physically to change the view outside the window, but it is a vital part of the gardening process.",change,[11],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['change'],[11],['NONE'],[0],vua
When I change her nappy?,change,[2],NONE,"[0, 0, 0, 0, 0]",0,['change'],[2],['NONE'],[0],vua
"The, all these light fittings, I don't want to change them over.",change,[9],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['change'],[9],['NONE'],[0],vua
During the project there was a shift away from locating the issue as one of girls' motivation towards attempts to change the nature of school science.,change,[20],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['change'],[20],['VERB'],[1],vua
"Women marry and change their names, he thought, there was no point in pursuing that one.",change,[3],VERB,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['change'],[3],['VERB'],[1],vua
Adam had insisted they stay in the room and she hadn't found a good enough reason to change his mind.,change,[17],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,['change'],[17],['VERB'],[1],vua
We're not gon na change anyone's mind.,change,[4],VERB,"[0, 0, 0, 0, 1, 0, 0]",1,['change'],[4],['VERB'],[1],vua
"GIST had more success in altering children's attitudes than their subject choices, suggesting that it is easier to change attitudes and beliefs than actual behaviour.",change,[18],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,['change'],[18],['VERB'],[1],vua
"Ashley Dobbs, an engaging young entrepreneur, is setting out to change that by creating a nationwide network of telecottages.",change,[10],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,['change'],[10],['VERB'],[1],vua
"Barb does an AMAZING JOB , she is always learning new things on how to use her hands and body , to give every person an AWESOME MASSAGE , CALL TODAY AND SCHEDULE YOU MUST SEE HER , YOU WILL FALL IN LOVE SHE IS THE BEST OF THE BEST !","['do', 'give']","[1, 22]",LVC,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"['do', 'give']","[1, 22]","['LVC', 'LVC']","[1, 1]",parseme
2 ) Target Israel and encourage the worst elements of the Palestinians by playing on the iron fist policies of the Sharon government .,play,[13],IAV,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[13],['IAV'],[1],parseme
I'll play er Germans.,play,[1],NONE,"[0, 0, 0, 0]",0,['play'],[1],['NONE'],[0],vua
"Wyllie is confident his Western Samoan wing, Va'aiga Tuigamala, will play although he is still niggled by an ankle injury received against Neath two weeks ago.",play,[10],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[10],['NONE'],[0],vua
"As Foresman( 1986) suggests, we might expect remote sensing technology to play a major role.",play,[11],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[11],['NONE'],[0],vua
"These factors will, of course, be important in deciding on the role that GIS can play in hazard monitoring and emergency planning.",play,[15],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[15],['NONE'],[0],vua
"As we have already implied, GIS has a role to play in all aspects of hazard research, from hazard monitoring, risk assessment and emergency planning to coping with an event and evaluating its consequences.",play,[10],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[10],['NONE'],[0],vua
Play with the other one!,play,[0],NONE,"[0, 0, 0, 0, 0]",0,['play'],[0],['NONE'],[0],vua
The oceans and their biota play a central role in the carbon and nutrient cycles; global ocean circulation is also critical to the global carbon budget.,play,[5],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[5],['NONE'],[0],vua
"For their part, Leinster are boosted by the presence of four players already selected for Ireland to play New Zealand in Dublin on November 18.",play,[17],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[17],['NONE'],[0],vua
The only computers in many villages are those owned by the teenage boys of the affluent to play their wham-bam games.,play,[17],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[17],['NONE'],[0],vua
Charlotte don't play with that lovey.,play,[2],NONE,"[0, 0, 0, 0, 0, 0]",0,['play'],[2],['NONE'],[0],vua
Already the orchestra had begun to play and the elegantly dressed to appear.,play,[6],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[6],['NONE'],[0],vua
"Michael Thomas, several years younger, is not quite in the same class yet but may have to play in Chorzow.",play,[17],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[17],['NONE'],[0],vua
"After two hours of this and more , Mr. Grappelli finally came on stage , wearing the loudest plaid shirt you ' ve ever seen , and impishly , sweetly played circles around everyone , never for a second showing his age ",play,[30],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[30],['NONE'],[0],trofi
'' We 'd prefer to soft - play that kind of stuff . ',play,[7],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['play'],[7],['NONE'],[0],trofi
"approximately, you've got four hundred pound really to play with, approximately four hundred pound left over, say five hundred pound, six hundred for electrical goods.",play,[8],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[8],['VERB'],[1],vua
He loved the place and he returned every year to play an often small part as umpire of races between undistinguished clubs far below the Olympic standard he was obliged to administer.,play,[10],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[10],['VERB'],[1],vua
So in his first major speech as leader in parliament he wasted little time on the customary compliments and warned the government that he intended to play hard.,play,[26],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,['play'],[26],['VERB'],[1],vua
Proceso has played a key role in making possible the once - unthinkable displays of disrespect that Mr. Salinas has faced ,play,[2],VERB,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[2],['VERB'],[1],trofi
Mr. Gorbachev has complained that children play soccer with loaves of bread because they 're so cheap ,play,[6],VERB,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[6],['VERB'],[1],trofi
"At his sentencing , Mr. Marchese and his court - appointed lawyer , John J. Byrnes , complained that Mr. Marchese played a small role in the larger tax - shelter conspiracy orchestrated by Mr. Galanis ",play,[21],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[21],['VERB'],[1],trofi
"Major retailers have become very good at playing competing manufacturers against one another to obtain free display fixtures , cooperative advertising , extended payment terms and other concessions , as well as price discounts , he said ",play,[7],VERB,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[7],['VERB'],[1],trofi
"Mr. Axinn continued that the defendants want a '' level playing field '' with the plaintiffs , but the judge interrupted and said , '' they -LRB- the states -RRB- have built the field and you want to play on it . '",play,[38],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,['play'],[38],['VERB'],[1],trofi
"He ignores the fact that if the defendants were less affluent , it is unlikely that either plaintiff or lawyer would be playing in this legalistic sweepstakes ",play,[22],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,['play'],[22],['VERB'],[1],trofi
"But soon new ads will play down the dog even further and display a metal '' G , '' Greyhound 's stock symbol , coming out of a foundry ",play,[5],VERB,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[5],['VERB'],[1],trofi
"As voters trooped to the polls and caucus locations in the Northern Plains , Mr. Robertson accused Vice President Bush 's campaign of playing a part in the disclosures about the sex life of television evangelist Jimmy Swaggart ",play,[23],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[23],['VERB'],[1],trofi
"Not only is this false , Mr. Bilzerian 's suit complains , but the league would n't play by his rules ",play,[17],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,['play'],[17],['VERB'],[1],trofi
FMC officials long have complained that government officials in those countries play an aggressive role in marketing their industries ' war machinery ,play,[11],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['play'],[11],['VERB'],[1],trofi
"At first , it looked as though Uncle Vernon would manage to gloss the whole thing over ( Just our nephew – very disturbed meeting strangers upsets him , so we kept him upstairs )",gloss,[12],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['gloss'],[12],['VPC'],[1],parseme
"hi everyone .... just hav my hands on my new OLYMPUS X940 digital camera .. wel , i always wanted 2 hav one by sony .. but anyways , ended up having olympus X940 from my dad ....... does any1 already has it ?",end,[29],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['end'],[29],['VPC'],[1],parseme
I ended up getting a pair of zebra finches for christmas .,end,[1],VPC,"['0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['end'],[1],['VPC'],[1],parseme
I'd hate to end up like that.,end,[3],NONE,"[0, 0, 0, 0, 0, 0, 0]",0,['end'],[3],['NONE'],[0],vua
I used to end up hitting them like a golf ball!,end,[3],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['end'],[3],['NONE'],[0],vua
Now if he doesn't get the economy right he's gon na end up with egg on his face and,end,[11],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['end'],[11],['NONE'],[0],vua
"The war, declared by one whose moral authority was unimpeachable, was to free the Eastern churches, to end Muslim guardianship of the holy places, to restore Jerusalem to its proper state.",end,[17],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['end'],[17],['NONE'],[0],vua
"Soccer: Littlewoods Cup, fourth round: Oldham Athletic 3, Arsenal 1 Double by Ritchie ends 66-year wait.",end,[13],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['end'],[13],['NONE'],[0],vua
It ends by assuring Beijing that the Hong Kong Government will have â a prudent regard for the special circumstances of Hong Kong and the interests and concerns of the Chinese Government.,end,[1],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['end'],[1],['NONE'],[0],vua
My peg top evening gown â my beautiful cerise lace â I could end up having to rethink the whole collection!,end,[13],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['end'],[13],['NONE'],[0],vua
"Response : The US has succeeded in politically isolating Hamas , and started the process of cutting off its funding .",cut,[16],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0']",1,['cut'],[16],['VPC'],[1],parseme
cut of all contact and tighten up your PC security .,cut,[0],VPC,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['cut'],[0],['VPC'],[1],parseme
"Compositionally , this one is not my favorite , I would suggest trying a different crop because I do nt think cutting her off at the calf looks great .",cut,[21],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0']",1,['cut'],[21],['VPC'],[1],parseme
"There is no such thing as a BTA or "" Basic Travel Allowance "" - this is 100 % a scam - as the first poster said , cut off any and all contact with this person - they are NOT who or what they are claiming to be .",cut,[28],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['cut'],[28],['VPC'],[1],parseme
"You can not cut yourself off and not read newspapers or stop hearing the news over the radio for weeks on end , as you could six or seven years ago . """,cut,[3],VPC,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['cut'],[3],['VPC'],[1],parseme
"Buddleias, although messy, should not be cut back until spring.",cut,[6],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['cut'],[6],['NONE'],[0],vua
We have cut airborne lead by 50 per cent.,cut,[2],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['cut'],[2],['NONE'],[0],vua
"Each of the three long, creamy necks had been cut horizontally: a small triangle of canvas hung downward from each slashed throat.",cut,[9],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['cut'],[9],['NONE'],[0],vua
"Just cut the damn boat loose, I said vengefully.",cut,[1],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['cut'],[1],['NONE'],[0],vua
"But this can be counter-productive, as it cuts off communication between the systems analyst and the user.",cut,[7],VERB,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['cut'],[7],['VERB'],[1],vua
"It can momentarily blunt a thirst, but not altogether cut it.",cut,[9],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,['cut'],[9],['VERB'],[1],vua
"In a large, prefabricated shed we wandered past stacks of 45-gallon drums of PCBs, two drums high, about 10 deep; and there were contaminated transformers waiting to be cut up and roasted in the flames.",cut,[28],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,['cut'],[28],['VERB'],[1],vua
Have to cut costs.,cut,[2],VERB,"[0, 0, 1, 0]",1,['cut'],[2],['VERB'],[1],vua
"Cheers went up from the people already present who had not been at the ball ; they had decided to dress for once , too , and the two groups of women mingled and exclaimed over each other , everyone began to talk about what the ball was like , champagne came in , a Congolese band whipped up their pace , and the absurd and slightly thrilling mood of the State Ball and the cosy gaiety of the party swept together .",whip,[57],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['whip'],[57],['VPC'],[1],parseme
Can you pass this along to Elizabeth to ensure Sanders is on board as well ?,pass,[2],VPC,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['pass'],[2],['VPC'],[1],parseme
"If you want to pass this web site address along to other folks , feel free .",pass,[4],VPC,"['0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0']",1,['pass'],[4],['VPC'],[1],parseme
My father just turned round I've had enough of it if Terry's not going to do the estimate he passes them on to Brian.,pass,[19],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,['pass'],[19],['VERB'],[1],vua
"We should not deny the existence of abhorrent passages , but let us not pass over thousands of pages embodying tolerance , forgiveness and allembracing harmony , such as in '' The Brothers Karamazov '' and many others , and Dostoevsky 's speech commemorating the death of Pushkin in which he urged Russian national universality ",pass,[14],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['pass'],[14],['VERB'],[1],trofi
'' But we also do n't want to hem and haw with phrases like ' passed away ' or ' no longer with us . ' /,pass,[15],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['pass'],[15],['VERB'],[1],trofi
"Please let me know what is possible , and feel free to give me a call if you have any questions ( 978-376-9004 ) .","['let', 'give', 'have']","[1, 12, 18]","['MVC', 'LVC', 'LVC']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,"['let', 'give', 'have']","[1, 12, 18]","['MVC', 'LVC', 'LVC']","[1, 1, 1]",parseme
only once it looked like my male cat was biting at her neck and then her stomach and she was meowing fairly loud and hissed once then he backed off and now they are fine .,back,[28],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,['back'],[28],['VPC'],[1],parseme
"We simply do not have enough evidence yet to back up the claim that people are almost certainly ill, dead, or dying because of these sloppy waste disposal activities( Openshaw et al. 1989: 12).",back,[9],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['back'],[9],['NONE'],[0],vua
"They'll say they, they probably haven't got the finances to back up what they what they said they would do.",back,[10],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['back'],[10],['VERB'],[1],vua
AN IMPASSIONED appeal for Labour to back electoral reform was made by a leading Shadow Cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion.,back,[6],VERB,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['back'],[6],['VERB'],[1],vua
"We have had enthusiastic responses from companies such as AT&T , Duke Energy , Pitney Bowes and Daimler Chrysler , and I would be pleased to answer any questions you may have about this focal point for our educational efforts .?",question,[28],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['question'],[28],['LVC'],[1],parseme
"I looked at the UEComm Master and had some comments -- such as our name is wrong , the cross default threshold for us should be US $ and not AUD , and there were a few other questions I had .",question,[38],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0']",1,['question'],[38],['LVC'],[1],parseme
"THESE days, no one questions the importance of good books for the under-fives.",question,[4],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['question'],[4],['NONE'],[0],vua
Not for the likes of you and me to question why.,question,[9],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['question'],[9],['NONE'],[0],vua
"Quinn ate with crude intensity , polishing off the meal in what seemed a matter of seconds .",polish,[6],VPC,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['polish'],[6],['VPC'],[1],parseme
I had n't seen a lot of the episodes and then my phone started lighting up .,light,[14],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0']",1,['light'],[14],['VPC'],[1],parseme
But I can see that the Archbishop gives him bad marks for lighting up after the main course .,light,[12],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1,['light'],[12],['VPC'],[1],parseme
Will you be providing an execution version with questions removed / blanks filled in ?,fill,[12],VPC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,['fill'],[12],['VPC'],[1],parseme
"For example , I am concerned when I buy the monthly bus passes and I have to fill in my SS number .",fill,[17],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0']",1,['fill'],[17],['VPC'],[1],parseme
"Ah, fill the cup, what boots it to repeat, how time is slipping underneath our feet, he quoted with a sigh.",fill,[1],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[1],['NONE'],[0],vua
"An examiner last May described Sasson 's records as unorganized , scattered and incomplete -- '' suitcases . .. filled with canceled checks and bank statements . '",fill,[19],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[19],['NONE'],[0],trofi
"Skywest said its load factor , or the percentage of seats filled , decreased to 38.3 % from 41.5 % ",fill,[11],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[11],['NONE'],[0],trofi
"In addition to filling a hole in United 's top management , the action marks the first big personnel move by Mr. Wolf , who was named to his posts last month ",fill,[3],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['fill'],[3],['NONE'],[0],trofi
